tm,avgTa,minTa,maxTa,sumRn,iscs
2022-05-24,22.9,16.7,30.2,,{박무}0435-0550.
2022-05-25,21.0,16.7,26.7,3.5,{햇무리}1140-1410. {비}1755-{비}{강도0}1800-{비}{강도0}2100-2250. {박무}2105-2210.
2022-05-26,18.7,14.1,23.5,0.0,{비}2315-{비}{강도0}2400-
2022-05-27,20.0,16.0,25.6,0.0,-{비}-0010.
2022-05-28,22.3,15.0,29.3,,{햇무리}1045-1330.
2022-05-29,23.1,19.3,29.7,,
2022-05-30,20.8,17.2,24.7,0.0,{비}0555-{비}{강도0}0600-0650. {안개비}1905-1915.
2022-05-31,20.7,14.2,27.2,,
2022-06-01,22.1,16.2,28.6,,
2022-06-02,21.5,17.1,26.9,,
2022-06-03,24.5,18.7,32.6,,
2022-06-04,25.6,20.3,29.7,,
2022-06-05,22.7,20.2,27.0,0.0,{비}0740-0815. {비}1950-2050.
2022-06-06,19.7,16.7,24.5,4.3,{비}0230-{비}{강도0}0300-{비}{강도0}0600- {비}{강도0}0900-1030.
2022-06-07,20.6,15.1,25.1,0.0,{비}0330-0410.
2022-06-08,21.2,16.2,25.8,,
2022-06-09,20.9,18.5,24.5,2.6,{비}0525-0535. {비}0650-{비}{강도0}0900-0955. {소나기}1245-1350.
2022-06-10,20.9,17.2,26.6,1.2,{소나기}1330-1455. {소나기}1935-2050.
2022-06-11,24.6,17.7,32.7,,
2022-06-12,24.6,18.9,31.5,,{박무}2355-{박무}{강도0}2400-
2022-06-13,23.6,19.6,29.2,18.0,-{박무}-0120. {소나기}0205-{소나기}{강도0}0300-{시정(미만)}{1km}{소나기}0323-{시정(이상)}{1km}{소나기}0338-0430. {박무}0215-{박무}{강도1}0300-0425. {소나기}1305-1330. {소나기}1510-1610.
2022-06-14,21.5,17.7,27.1,0.0,{비}2220-{비}{강도0}2400-
2022-06-15,17.5,14.9,20.1,18.5,{박무}0155-0240. -{비}-{비}{강도1}0300-{비}{강도0}0600-{비}{강도0}0900-{비}{강도0}1200-1240. {박무}0315-0420. {박무}0515-{박무}{강도0}0600-0625. {박무}0950-1130. {비}1355-{비}{강도0}1500-1655. {비}2135-2330. {박무}2145-{박무}{강도0}2400-
2022-06-16,20.3,17.6,24.8,0.7,{비}0035-0230. -{박무}-0245. {비}0505-{비}{강도0}0600-0625. {비}0750-0855.
2022-06-17,22.5,16.5,28.1,,
2022-06-18,23.3,22.0,25.1,0.0,{안개비}1410-1425.
2022-06-19,23.4,22.3,25.1,,
2022-06-20,25.2,22.0,29.0,,
2022-06-21,26.5,21.2,32.6,,
2022-06-22,25.9,21.9,31.0,,
2022-06-23,24.3,23.3,26.4,103.0,{비}0750-{비}{강도0}0900-0945. {박무}0850-{박무}{강도0}0900-1050. {비}1225-{비}{강도1}1500-{비}{강도1}1800-{시정(미만)}{1km}{비}1805-{시정(이상)}{1km}{비}1815-{시정(미만)}{1km}{비}1840-{시정(이상)}{1km}{비}1910-{시정(미만)}{1km}{비}1934-{시정(이상)}{1km}{비}1943-{비}{강도0}2100-{시정(미만)}{1km}{비}2141-{시정(이상)}{1km}{비}2158- {박무}1240-{박무}{강도1}1500-{박무}{강도2}1800-2005. {비}{강도0}2400-
2022-06-24,22.6,20.6,24.9,19.1,-{비}-{시정(미만)}{1km}{비}0001-{시정(이상)}{1km}{비}0010-{시정(미만)}{1km}{비}0052-{시정(이상)}{1km}{비}0102-{안개비}0245-{안개비}{강도0}0300-0330. {박무}0230-{박무}{강도1}0300-{박무}{강도1}0600-0745. {안개비}0505-{안개비}{강도0}0600-0740. {박무}1405-{박무}{강도0}1500-1510. {비}1410-1455. {박무}2115-{박무}{강도0}2400-
2022-06-25,26.0,21.5,30.5,,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-{박무}{강도0}1200-1410.
2022-06-26,26.5,24.8,28.1,,
2022-06-27,26.8,25.4,28.1,6.1,{비}0025-{비}{강도0}0300-0435. {비}0620-0650. {비}0750-0845. {비}0950-1020. {비}1110-{비}{강도0}1200-{비}{강도0}1500-1720. {비}1830-1930. {비}2025-{비}{강도0}2100-2125.
2022-06-28,26.9,25.7,27.9,6.3,{비}0035-0050. {비}0115-0150. {비}0220-{비}{강도0}0300-0550. {비}1055-{비}{강도0}1200-1430. {비}1750-{비}{강도0}1800-{비}{강도0}2100-{비}{강도0}2400-
2022-06-29,25.1,24.4,26.1,37.8,-{비}-{비}{강도0}0300-{비}{강도0}0600-0750. {비}0850-{비}{강도0}0900-{비}{강도0}1200-{시정(미만)}{1km}{비}1217-{시정(이상)}{1km}{비}1226-1430. {비}1535-1650. {비}1730-{비}{강도0}1800-1850. {비}1920-{비}{강도1}2100-{비}{강도0}2400- {박무}2140-{박무}{강도0}2400-
2022-06-30,22.3,21.2,24.5,176.2,-{비}-{비}{강도0}0300-{시정(미만)}{1km}{비}0315-{시정(이상)}{1km}{비}0343-{시정(미만)}{1km}{비}0443-{시정(이상)}{1km}{비}0449-{시정(미만)}{1km}{비}0542-{시정(이상)}{1km}{비}0559-{비}{강도2}0600-{시정(미만)}{1km}{비}0702-{시정(이상)}{1km}{비}0726-{비}{강도1}0900-{시정(미만)}{1km}{비}1018-{시정(미만)}{0.5km}{비}1025-{시정(이상)}{0.5km}{비}1036-{시정(이상)}{1km}{비}1038-{비}{강도0}1200-{비}{강도1}1500-{비}{강도1}1800-{비}{강도0}2100-2250. -{박무}-{박무}{강도1}0300-{박무}{강도2}0600-{박무}{강도1}0900-{박무}{강도0}1200-1350.
2022-07-01,26.6,21.9,30.9,,{박무}0150-0210.
2022-07-02,28.8,24.0,33.8,,{채운}0955-1010.
2022-07-03,29.3,24.4,34.2,,
2022-07-04,29.3,26.4,32.6,0.0,{소나기}1215-1225. {소나기}1350-1430.
2022-07-05,29.2,26.7,33.1,0.0,{비}0830-{비}{강도0}0900-0930. {소나기}1345-1410.
2022-07-06,29.5,26.2,33.3,16.1,{소나기}1420-1435. {소나기}2020-2035. {소나기}2140-{시정(미만)}{1km}{소나기}2210-{시정(이상)}{1km}{소나기}2218-2340.
2022-07-07,28.2,26.4,31.0,0.0,{비}1420-1450. {비}1740-{비}{강도0}1800-1840. {비}2015-2215. {비}2240-2250.
2022-07-08,25.8,24.0,27.9,1.7,{비}0055-0215. {박무}0220-{박무}{강도0}0300-0405. {비}0450-0520. {비}0750- {비}{강도0}0900-0920. {비}1135-{비}{강도0}1200-1235. {비}1450-{비}{강도0}1500-1510. {비}2225-{비}{강도0}2400-
2022-07-09,26.9,24.0,30.9,0.1,-{안개비}-{안개비}0120-0155. {박무}0130-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-0930. {안개비}0420-{안개비}{강도0}0600-0610. {비}0630-0845.
2022-07-10,29.2,24.6,35.1,0.0,{박무}0725-0850. {비}2120-2145.
2022-07-11,27.0,24.7,30.6,9.0,{비}0055-0120. {비}1505-1710.
2022-07-12,26.8,23.2,29.4,,
2022-07-13,25.0,24.0,27.1,114.5,{비}0230-0258. {비}0325-{비}{강도0}0600-{비}{강도0}0900-{시정(미만)}{1km}{비}1028-{시정(이상)}{1km}{비}1036-{시정(미만)}{1km}{비}1042-{시정(이상)}{1km}{비}1053-{비}{강도1}1200-{시정(미만)}{1km}{비}1414-{시정(이상)}{1km}{비}1435-{비}{강도2}1500-{시정(미만)}{1km}{비}1502-{시정(이상)}{1km}{비}1535-{비}{강도1}1800-{비}{강도0}2100-2220. {박무}2055-{박무}{강도0}2100-{박무}{강도0}2400- {안개비}2259-2335.
2022-07-14,25.7,23.3,29.9,0.9,{안개비}0020-{비}0140-0225. {안개비}0240-{안개비}{강도0}0300-{안개비}{강도0}0600-0630. -{박무}-{박무}{강도1}0300-{박무}{강도1}0600-0625.
2022-07-15,26.0,23.0,30.3,,
2022-07-16,24.8,23.2,28.2,34.0,{소나기}0505-0520. {박무}0630-0720. {소나기}0940-0950. {소나기}1005-1015. {소나기}1055-1110. {소나기}1220-1235. {소나기}1330-1350. {소나기}1450-{소나기}{강도0}1500-1530. {소나기}1615-{시정(미만)}{1km}{소나기}1707-{시정(미만)}{0.5km}{소나기}1712-{시정(이상)}{0.5km}{소나기}1723-{시정(이상)}{1km}{소나기}1727-{소나기}{강도2}1800-1815. {박무}2305-{박무}{강도0}2400-
2022-07-17,25.5,22.5,29.7,0.0,-{박무}-0225. {박무}0630-0830. {소나기}1035-{소나기}{강도0}1200-1205.
2022-07-18,26.8,23.1,30.1,,
2022-07-19,27.4,24.3,31.1,,
2022-07-20,27.1,24.3,30.4,1.1,{박무}0235-{박무}{강도0}0300-0310. {햇무리}1150-1315. {비}1910-1950. {비}2050-{비}{강도0}2100-{비}{강도0}2400-
2022-07-21,23.2,20.8,25.2,10.4,{박무}0235-{박무}{강도1}0300-{박무}{강도1}0600-{박무}{강도0}0900-0920. -{비}-{비}{강도0}0300-{비}{강도0}0600-{비}{강도0}0900-1010. {비}1340-1420.
2022-07-22,25.1,22.9,27.5,5.2,{소나기}1235-1335. {소나기}1420-{소나기}{강도0}1500-1505. {박무}2105-{박무}{강도0}2400-
2022-07-23,24.8,22.3,28.0,9.9,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-1010. {비}1525-{비}{강도0}1800-{비}{강도0}2100-{비}{강도0}2400- {박무}1825-2050. {박무}2105-{박무}{강도1}2400-
2022-07-24,25.0,22.0,28.4,1.2,-{박무}-0050. -{비}-{비}{강도0}0300-0315. {비}1545-1610.
2022-07-25,27.5,23.6,32.0,,
2022-07-26,28.9,24.4,33.1,,
2022-07-27,29.3,26.4,33.4,,{박무}0445-{박무}{강도0}0600-0705.
2022-07-28,29.7,25.1,34.4,,
2022-07-29,30.7,27.3,34.3,,
2022-07-30,30.9,27.3,36.1,1.0,{소나기}1445-{소나기}{강도0}1500-1550. {비}1925-2040. {무지개}1940-1945.
2022-07-31,27.2,25.4,29.0,47.2,{비}0645-0740. {비}0910-{비}{강도0}1200-{비}{강도1}1500-{비}{강도0}1800-{비}{강도1}2100-{시정(미만)}{1km}{비}2149-{시정(이상)}{1km}{비}2201-{비}{강도0}2400- {박무}1410-{박무}{강도1}1500-1550. {박무}1945-{박무}{강도0}2100-2325.
2022-08-01,28.6,25.4,32.4,30.0,-{비}-{비}{강도0}0300-{비}{강도1}0600-{비}{강도0}0900-1130. {박무}0325-{박무}{강도1}0600-0805. {비}1625-1710. {비}1930-1955. {비}2045-{비}{강도0}2100-2150. {비}2255-{비}{강도0}2400-
2022-08-02,26.8,25.5,28.5,33.5,{박무}0145-{박무}{강도0}0300-0405. -{비}-{비}{강도1}0300-0520. {비}0550-{비}{강도0}0600-0810. {비}1045-1140. {비}1235-1255. {비}1320-{비}{강도0}1500-{비}{강도1}1800-1840. {박무}1440-{박무}{강도0}1500-{박무}{강도0}1800-1820. {비}1940-{비}{강도0}2100-{비}{강도1}2400- {박무}2215-{박무}{강도2}2400-
2022-08-03,27.1,25.2,30.0,51.1,-{비}-{비}{강도0}0300-{시정(미만)}{1km}{비}0437-{시정(이상)}{1km}{비}0502-{비}{강도1}0600-{비}{강도0}0900-1040. -{박무}-{박무}{강도1}0300-{박무}{강도2}0600-{박무}{강도1}0900-{박무}{강도0}1200-1230. {비}1130-1140. {비}1615-1630. {비}1720-1730. {비}1920-2040. {비}2230-2310.
2022-08-04,28.9,26.0,32.9,0.0,{비}0120-0145.
2022-08-05,29.4,27.0,32.7,0.0,{소나기}0345-0355. {소나기}0925-0945.
2022-08-06,28.7,27.4,30.3,13.6,{소나기}1050-{시정(미만)}{1km}{소나기}1117-{시정(이상)}{1km}{소나기}1123-1150. {박무}1145-{박무}{강도0}1200-1240. {소나기}1515-1555. {박무}2155-2245.
2022-08-07,28.9,27.2,31.7,0.9,{박무}0005-0130. {소나기}0835-{소나기}{강도0}0900-0905. {비}2040-2055. {비}2125-{비}{강도0}2400-
2022-08-08,26.8,,28.4,129.6,-{비}-0140. {비}0445-{비}{강도0}0600-{비}{강도0}0900-{비}{강도0}1200-{시정(미만)}{1km}{비}1226-{시정(이상)}{1km}{비}1310-{비}{강도0}1500-{시정(미만)}{1km}{비}1742-{시정(미만)}{0.5km}{비}1746-{비}{강도2}1800-{시정(이상)}{0.5km}{비}1801-{시정(이상)}{1km}{비}1807-{비}{강도0}2100-{시정(미만)}{1km}{비}2120-{시정(미만)}{0.5km}{비}2123-{시정(이상)}{0.5km}{비}2130-{시정(이상)}{1km}{비}2131-{시정(미만)}{1km}{비}2200-{시정(미만)}{0.5km}{비}2204- {시정(이상)}{0.5km}{비}2212-{시정(이상)}{1km}{비}2216-{비}{강도0}2400-
2022-08-09,25.1,22.0,26.5,123.1,-{비}-0115. {비}0140-{비}{강도0}0300-{비}{강도0}0600-0615. {박무}0520-{박무}{강도1}0600-0610. {비}0820-{비}{강도0}0900-{비}{강도1}1200-{비}{강도0}1500-{비}{강도2}1800-{시정(미만)}{1km}{비}1952-{시정(미만)}{0.5km}{비}2008-{시정(이상)}{0.5km}{비}2013-{시정(이상)}{1km}{비}2023-{비}{강도2}2100-{비}{강도1}2400-
2022-08-10,24.7,21.4,28.8,7.6,-{비}-0255. {비}0545-{비}{강도0}0600-0605. {비}1915-1950. {비}2120-{비}{강도0}2400- {박무}2135-2330.
2022-08-11,25.0,23.4,27.5,38.8,-{비}-{비}{강도0}0300-{시정(미만)}{1km}{비}0414-{시정(미만)}{0.5km}{비}0420-{시정(이상)}{0.5km}{비}0432-{시정(이상)}{1km}{비}0444-{비}{강도1}0600-{비}{강도0}0900-0905. {비}1135-{비}{강도0}1200-1310.
2022-08-12,27.0,23.0,32.4,,
2022-08-13,25.8,24.7,27.5,4.0,{비}1125-{비}{강도0}1200-{비}{강도0}1500-1605. {박무}1305-1430.
2022-08-14,27.6,24.5,31.5,3.0,{비}0110-0125. {소나기}1725-1750. {비}1950-2010. {비}2125-2155.
2022-08-15,28.1,26.6,29.8,0.9,{비}1745-{비}{강도0}1800-1955. {비}2125-2340. {박무}2250-2310.
2022-08-16,26.7,24.1,30.0,0.0,{비}0310-0355.
2022-08-17,26.0,22.8,30.5,0.0,{소나기}1410-1455.
2022-08-18,25.6,22.4,29.8,,
2022-08-19,26.0,23.3,27.5,66.1,{비}1210-{비}{강도0}1500-{시정(미만)}{1km}{비}1536-{시정(미만)}{0.5km}{비}1540-{시정(이상)}{0.5km}{비}1548-{시정(이상)}{1km}{비}1557-{시정(미만)}{1km}{비}1604-{시정(미만)}{0.5km}{비}1629-{시정(이상)}{0.5km}{비}1645-{시정(이상)}{1km}{비}1651-{비}{강도1}1800-1835. {비}1925-{비}{강도0}2100-2130. {박무}2120-{박무}{강도0}2400- {비}2210-{비}{강도0}2400-
2022-08-20,28.2,25.7,32.0,0.0,-{비}-0150. -{박무}-{박무}{강도0}0300-{박무}{강도0}0600-0640.
2022-08-21,28.1,24.7,32.0,,
2022-08-22,26.8,22.9,30.2,3.2,{비}1535-1555. {비}2135-2315.
2022-08-23,25.4,22.4,30.2,2.2,{비}0005-0220. {비}0325-{비}{강도0}0600-0720. {박무}0355-{박무}{강도1}0600-0705.
2022-08-24,24.8,22.4,27.9,,
2022-08-25,22.2,21.1,24.0,1.6,{비}0845-{비}{강도0}0900- {비}{강도0}1200-1435. {비}1615-1650. {비}1750-{비}{강도0}1800-1830.
2022-08-26,23.8,19.9,28.4,,
2022-08-27,21.5,17.6,25.5,17.6,{비}0140-{시정(미만)}{1km}{비}0200-{시정(이상)}{1km}{비}0206-0215.
2022-08-28,22.6,16.1,28.4,,{햇무리}0850-1150.
2022-08-29,21.0,19.5,22.5,2.2,{비}0230-{비}{강도0}0300-{비}{강도0}0600-{비}{강도0}0900-{비}{강도0}1200-1345. {비}1415-1435.
2022-08-30,19.1,17.9,20.3,35.8,{비}0125-{비}{강도0}0300-{비}{강도0}0600-{비}{강도0}0900-{비}{강도0}1200-{비}{강도0}1500-{비}{강도0}1800-{비}{강도0}2100-2140. {박무}0250-{박무}{강도1}0300-0510. {박무}1205-1355. {박무}1550-1625. {비}2250-{비}{강도0}2400-
2022-08-31,21.7,19.6,24.9,0.0,-{비}-0040. {비}0410-0510. {비}1150-{비}{강도0}1200-1335. {비}1510-1555.
2022-09-01,24.0,18.3,30.4,,
2022-09-02,24.7,20.3,29.8,,
2022-09-03,24.2,20.5,29.2,,
2022-09-04,22.3,19.8,24.0,33.8,{비}0540-{비}{강도0}0600-0620. {비}0840-{비}{강도0}0900-{비}{강도0}1200-1450. {비}1710-{비}{강도0}1800-{비}{강도0}2100-{비}{강도0}2400-
2022-09-05,19.2,17.7,22.7,120.0,-{비}-{비}{강도0}0300-{비}{강도0}0600-{비}{강도0}0900-{비}{강도1}1200-{비}{강도1}1500-{비}{강도1}1800-{비}{강도1}2100-{비}{강도1}2400- {박무}0935-{박무}{강도1}1200-{박무}{강도1}1500-{박무}{강도1}1800-{박무}{강도1}2100-{박무}{강도0}2400-
2022-09-06,21.0,17.0,26.3,25.3,-{비}-{비}{강도1}0300-{비}{강도0}0600-0855. -{박무}-{박무}{강도1}0300-{박무}{강도0}0600-0610.
2022-09-07,22.8,17.9,28.1,,{박무}0330-{박무}{강도0}0600-0610.
2022-09-08,23.2,16.7,29.5,,
2022-09-09,24.3,18.9,30.8,,
2022-09-10,23.6,19.0,28.4,,
2022-09-11,23.3,20.6,26.4,0.1,{비}1655-{비}{강도0}1800-1845.
2022-09-12,23.8,20.3,27.5,,{달코로나}2350-
2022-09-13,24.3,21.8,26.4,0.0,-{달코로나}-0050. {비}1255-{비}{강도0}1500-1625. {비}1940-2015. {비}2305-2350.
2022-09-14,24.6,22.7,27.9,0.0,{비}0325-0435. {햇무리}1230-1520.
2022-09-15,25.2,22.0,28.3,0.1,{비}2315-2330. {비}2350-{비}{강도0}2400-
2022-09-16,25.7,23.4,29.9,14.6,-{비}-0010. {비}0125-0140. {비}1405-1430. {비}1610-1755. {비}2025-2035. {비}2115-{비}{강도1}2400- {박무}2335-{박무}{강도1}2400-
2022-09-17,25.6,23.3,29.4,4.3,-{박무}-0105. -{비}-0110. {비}0315-0335. {박무}0505-{박무}{강도0}0600-0605. {비}0710-0735. {박무}0820-{박무}{강도0}0900-0910.
2022-09-18,27.1,23.0,32.5,,
2022-09-19,24.6,19.5,29.6,,
2022-09-20,19.9,16.1,24.6,,
2022-09-21,19.4,13.0,25.6,,
2022-09-22,19.8,14.2,24.7,,
2022-09-23,17.5,14.7,22.2,3.3,{비}1115-1155.
2022-09-24,18.5,12.3,24.2,,
2022-09-25,19.6,15.4,25.2,,
2022-09-26,20.0,14.8,25.4,,
2022-09-27,20.9,14.0,28.0,,
2022-09-28,20.4,16.1,26.1,,{박무}2030-{박무}{강도0}2100-{박무}{강도1}2400-
2022-09-29,20.4,16.4,26.5,,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도1}0900-1125. {연무}1120-{연무}{강도0}1200-1255.
2022-09-30,20.7,14.8,27.7,,{박무}0620-0755. {연무}1850-2005.
2022-10-01,20.9,14.4,27.6,,{연무}1010-{연무}{강도0}1200-1205.
2022-10-02,19.4,17.2,21.6,15.8,{비}0445-{비}{강도0}0600-{비}{강도0}0900-0935. {비}1255-{비}{강도0}1500-1555. {비}1645-{비}{강도1}1800-{비}{강도0}2100-{비}{강도0}2400- {박무}1845-1940. {박무}2220-{박무}{강도1}2400-
2022-10-03,21.4,17.5,23.4,76.0,-{비}-{비}{강도1}0300-{비}{강도0}0600-{비}{강도0}0900-{시정(미만)}{1km}{비}1147-{시정(이상)}{1km}{비}1158-{비}{강도1}1200-{비}{강도0}1500-1550. -{박무}-{박무}{강도2}0300-{박무}{강도0}0600-{박무}{강도2}0900-{박무}{강도2}1200-{박무}{강도0}1500-1555. {비}1630-1645. {비}1730-{비}{강도0}1800-{비}{강도1}2100-{비}{강도1}2400- {박무}1750-{박무}{강도0}1800-1830. {박무}1905-{박무}{강도0}2100-{박무}{강도0}2400-
2022-10-04,17.9,14.2,23.0,11.8,-{박무}-0155. -{비}-{비}{강도0}0300-0355. {비}0430-{비}{강도0}0600-{안개비}0715-0740. {박무}0710-0735.
2022-10-05,16.6,14.1,21.6,0.1,{비}0315-{비}{강도0}0600-0650.
2022-10-06,15.8,12.7,19.1,0.0,{비}1635-{비}{강도0}1800-1850.
2022-10-07,14.3,11.0,18.6,,
2022-10-08,15.8,11.1,21.6,,
2022-10-09,13.1,10.7,14.5,20.4,{비}0820-{비}{강도0}0900-{비}{강도0}1200-{비}{강도0}1500-{비}{강도0}1800-{비}{강도0}2100-2125. {박무}1145-{박무}{강도0}1200-1220. {박무}1305-{박무}{강도0}1500-1620. {박무}1710-{박무}{강도0}1800-1940. {비}2245-2320.
2022-10-10,9.9,8.2,11.9,0.0,{비}0055-0120. {비}1225-1335. {비}1410-{비}{강도0}1500-1555. {비}1705-1745. {비}2005-2040.
2022-10-11,11.1,7.4,16.4,,
2022-10-12,13.5,6.5,20.6,,
2022-10-13,16.3,10.7,22.7,,
2022-10-14,17.1,12.4,23.0,,
2022-10-15,18.2,12.6,24.4,,
2022-10-16,16.9,15.1,20.5,,
2022-10-17,11.2,7.4,15.1,,
2022-10-18,9.4,5.0,14.2,,
2022-10-19,10.5,4.4,16.8,,
2022-10-20,12.9,6.0,19.7,,
2022-10-21,14.0,8.8,20.9,,{연무}2015-{연무}{강도0}2100-2220. {박무}2215-{박무}{강도0}2400-
2022-10-22,15.1,10.5,20.8,,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-1010.
2022-10-23,14.0,10.4,18.6,,{박무}0105-{박무}{강도0}0300-{박무}{강도0}0600-0815.
2022-10-24,10.6,7.5,14.8,,
2022-10-25,11.3,5.9,17.6,,
2022-10-26,12.9,8.0,17.8,,
2022-10-27,13.2,8.6,18.9,,
2022-10-28,13.6,8.2,20.6,,
2022-10-29,14.8,10.2,21.3,,
2022-10-30,14.9,10.4,21.3,,
2022-10-31,14.9,11.2,21.1,,{박무}2250-{박무}{강도0}2400-
2022-11-01,13.1,9.4,17.8,,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-0950. {박무}1150-{박무}{강도0}1200-1259. {연무}1257-1410.
2022-11-02,11.1,5.5,17.9,,
2022-11-03,9.3,5.6,13.4,0.0,{비}1345-1430. {비}1520-1620.
2022-11-04,4.9,1.6,9.8,,
2022-11-05,6.5,0.8,13.6,,
2022-11-06,9.6,3.7,16.4,,{달코로나}2350-
2022-11-07,11.4,6.1,16.6,0.0,-{달코로나}-0130. {비}2245-2255.
2022-11-08,12.9,9.7,17.9,,{박무}0645-{박무}{강도0}0900-0915.
2022-11-09,11.4,6.7,16.0,,{박무}0010-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-1050. {연무}1045-{연무}{강도0}1200-1315. {연무}1605-{연무}{강도0}1800-{연무}{강도0}2100-2155. {박무}2150-{박무}{강도0}2400-
2022-11-10,13.5,8.8,19.1,,-{박무}-{박무}{강도0}0300-{박무}{강도1}0600-{박무}{강도1}0900-1120. {연무}1115-{연무}{강도0}1200-{연무}{강도0}1500-1710. {연무}1815-{연무}{강도0}2100-2335. {박무}2330-{박무}{강도0}2400-
2022-11-11,15.6,10.9,22.1,,-{박무}-0155.
2022-11-12,16.3,11.6,22.0,57.9,{비}1410-{비}{강도0}1500-1540. {박무}1430-{박무}{강도0}1500-{박무}{강도1}1800-{박무}{강도2}2100-2225. {비}1640-1755. {비}1810-{시정(미만)}{1km}{비}2038-{시정(미만)}{0.5km}{비}2055-{비}{강도2}2100-{시정(이상)}{0.5km}{비}2102-{시정(이상)}{1km}{비}2115-{시정(미만)}{1km}{비}2140-{시정(이상)}{1km}{비}2148-2255.
2022-11-13,10.3,8.7,17.3,,
2022-11-14,9.7,5.9,13.8,,
2022-11-15,8.1,4.0,12.3,1.6,{비}1305-1325. {비}1415-1455. {비}2015-{비}{강도0}2100-2130. {박무}2150-{박무}{강도0}2400-
2022-11-16,8.5,5.5,13.0,,-{박무}-{박무}{강도1}0300-{박무}{강도1}0600-{박무}{강도1}0900-1045.
2022-11-17,10.2,5.4,16.6,,
2022-11-18,11.0,5.3,18.1,,{박무}0510-{박무}{강도0}0600-{박무}{강도0}0900-0910.
2022-11-19,12.9,8.7,19.2,,
2022-11-20,13.7,9.5,20.2,,
2022-11-21,11.8,9.3,16.2,,{박무}2205-{박무}{강도0}2400-
2022-11-22,10.7,7.0,13.7,0.0,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-1010. {비}2125-2335.
2022-11-23,10.8,6.8,15.2,0.0,{비}0115-0215. {비}0505-0515. {비}0605-0625.
2022-11-24,9.4,5.9,14.1,,{박무}2150-{박무}{강도0}2400-
2022-11-25,12.3,7.1,17.8,1.7,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-1010. {연무}1005-1145. {비}2201-2320. {박무}2210-{박무}{강도0}2400-
2022-11-26,6.7,1.0,12.9,,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-0610.
2022-11-27,5.4,-1.1,11.5,,
2022-11-28,12.3,7.5,15.0,19.5,{비}0555-{비}{강도0}0600-0655. {비}0735-0810. {비}1105-1125. {비}1305-{비}{강도0}1500-1505. {비}1620-{비}{강도0}1800-{시정(미만)}{1km}{비}2019-{시정(이상)}{1km}{비}2032-{비}{강도1}2100-{비}{강도0}2400- {박무}1650-{박무}{강도1}1800-{박무}{강도2}2100-{박무}{강도1}2400-
2022-11-29,6.9,-1.6,15.0,3.8,-{비}-{시정(미만)}{1km}{비}0113-{시정(이상)}{1km}{비}0137-{비}{강도0}0300-{비}{강도0}0600-0635. -{박무}-0205. {박무}0310-0410. {눈}2220-2320.
2022-11-30,-5.4,-8.1,-1.6,,
2022-12-01,-5.4,-9.4,-1.2,,
2022-12-02,-2.5,-7.6,3.0,,
2022-12-03,2.1,-0.3,7.0,1.1,{눈}0250-{눈}{강도0}0300-{눈}{강도0}0600-{눈}{강도0}0900-1010.
2022-12-04,-3.5,-5.2,-0.2,,
2022-12-05,-3.1,-7.0,1.9,,
2022-12-06,0.9,-3.9,5.3,0.1,{눈}0405-{눈}{강도0}0600-0615. {눈}0735-{눈}{강도0}0900-1010.
2022-12-07,4.9,1.2,9.0,0.1,{눈}0050-{눈}{강도0}0300-{진눈깨비}0320-0410.
2022-12-08,3.7,0.1,9.1,,
2022-12-09,4.5,0.9,10.2,0.0,{비}0640-0715.
2022-12-10,2.6,-0.6,6.7,,
2022-12-11,1.6,-1.5,6.8,,
2022-12-12,2.0,-2.0,6.3,5.4,{비}1515-{비}{강도0}1800-1950. {박무}1650-{박무}{강도1}1800-1955. {박무}2050-{박무}{강도0}2100-2350. {비}2315-2345.
2022-12-13,0.0,-6.4,3.1,0.6,{황사}0045-{황사}{강도0}0300-{황사}{강도0}0600-{황사}{강도0}0900-{황사}{강도0}1200-{황사}{강도0}1500-1750. {눈}0550-{눈}{강도0}0600-0615. {눈}0830-0850. {눈}1335-{눈}{강도0}1500-{눈}{강도0}1800-1845. {박무}1430-{박무}{강도0}1500-1725. {눈}2035-2050.
2022-12-14,-8.4,-11.0,-4.9,,
2022-12-15,-4.5,-8.5,-1.3,2.4,{눈}0115-0155. {눈}0820-{눈}{강도0}0900-1030. {눈}1125-{눈}{강도0}1200-{시정(미만)}{1km}{눈}1259-{시정(이상)}{1km}{눈}1325-{시정(미만)}{1km}{눈}1358-{시정(이상)}{1km}{눈}1419-{눈}{강도0}1500-1515. {박무}1510-{박무}{강도0}1800-1930.
2022-12-16,-6.3,-9.6,-2.2,,
2022-12-17,-7.0,-9.8,-3.2,0.2,{눈}0610-0830.
2022-12-18,-9.5,-12.4,-5.6,,
